name,1998-01-01,1998-02-01,1998-03-01,1998-04-01,1998-05-01,1998-06-01,1998-07-01,1998-08-01,1998-09-01,1998-10-01,1998-11-01,1998-12-01,1999-01-01,1999-02-01,1999-03-01,1999-04-01,1999-05-01,1999-06-01,1999-07-01,1999-08-01,1999-09-01,1999-10-01,1999-11-01,1999-12-01,2000-01-01,2000-02-01,2000-03-01,2000-04-01,2000-05-01,2000-06-01,2000-07-01,2000-08-01,2000-09-01,2000-10-01,2000-11-01,2000-12-01,2001-01-01,2001-02-01,2001-03-01,2001-04-01,2001-05-01,2001-06-01,2001-07-01,2001-08-01,2001-09-01,2001-10-01,2001-11-01,2001-12-01,2002-01-01,2002-02-01,2002-03-01,2002-04-01,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01
WINISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTTAWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALAS,35.26925776462443,54.28812854371546,34.985365846155425,37.632346643286354,52.66144953781717,49.40673967348185,42.82497831946028,17.612720743905484,9.678010987499206,24.245258996789843,19.84487196526922,27.954328483567338,33.01101068180885,35.563845543607535,30.533097512996004,35.674072461677824,39.571806038098146,23.47193331789706,42.864547766542486,5.774866158479454,29.423989646791476,6.782184952770463,73.23610658130411,17.239090135962943,32.07069345462405,11.996709888360488,12.608100490932232,29.345236577268604,24.83253573020561,12.507736979689723,15.123586814146961,3.834522790601487,6.5278385752425105,53.14821169809696,26.798345816434075,43.13009568123316,21.739842089102243,26.158988983721514,33.76014015381257,32.09781062602411,13.262388978406868,3.350653257677932,19.341531201491044,14.438424200438048,4.40971068053438,64.70944743228866,25.192930185932816,34.670451416638564,24.343390165549707,50.47645653824283,48.9365087416285,104.18815205664333,75.52583933936253,23.174567376270506,8.95794814956381,11.134849698291006,3.3058534442388936,17.240665646772047,7.2887422475679315,69.92352952382382,28.71548041528489,59.995884105840965,44.29096407341214,71.62271698462206,59.57443902497058,39.44110014868557,34.64876024311248,5.0961585510414045,2.0621397958067114,18.66262373986919,77.75977685856112,44.554168542909814,34.20658928367966,23.088685820552566,53.65864951589735,40.31824894187002,32.67345675198726,8.539330371464173,32.75455764452526,8.447955085874023,4.039019540255061,18.047408630207652,40.65904443143199,59.21631234342291,60.94164947265659,42.200379819909145,58.68964461160159,31.645961099946494,46.884139145050085,9.781640345609802,3.7676773501759344,19.813580368343374,1.927413583632609,3.947271368500487,19.625126764960477,31.380343805219784,51.33720197577019,42.49673915844678,47.17902225836315,41.423861905494086,19.120182523106802,9.999384836708844,21.65575538723568,0.955558893801049,15.91122622310612,42.67414180283506,42.84808870966985,21.6704115749709,8.826172505081445,42.830162124227755,65.66930249760222,66.6815169285151,35.39667995160328,9.381625084114281,17.771139249942394,3.081781915291393,1.1693881136948543,3.9311279676763213,37.448952772744676,46.538679725470836,8.668142678000438,38.38973710996781,9.799845865781647,19.733887329107297,27.408317567567842,6.507536640433183,10.132007734296696,1.520304517295946,14.614572432634956,42.04695021791056,21.455348627619735,33.315141074143355,22.05035192831292,31.881694066308825,33.40218766295346,57.960219494076206,36.29727415416762,21.994997222259425,8.795498679107164,18.06579838809589,29.229843971509926,9.540820004810799,31.509868250220865,30.898152761236897,53.78140640226117,69.51891907324166,43.675046494886985,40.69508859885958,38.89313779930722,23.31706374230765,13.87763970914864,6.8577280764555155,12.778215061373693,23.094505264457045,12.580288864019455,13.790398573585605,7.450462688932045,71.40669296121898,26.912497822333542,21.555884175286412,40.8093118310348,39.22043093569111,5.787713372864872,3.4237391164850424,8.404243325946673,32.175274741214835,93.23019392193568,44.79532919227775,15.738165570343279,18.554774420780518,51.47692202765645,20.08984149041901,20.79753391320223,15.243821530320826,7.892056494623656,3.0627564056578325,2.176470008809663,5.121385215954341,53.48908266671048,36.30697914020537,55.20519998644943,29.0692191432778,64.74577913025068,52.46590759644757,25.200649816156435,32.84809517167746,12.237081714578,14.591564769862078,6.7325114999022295,12.957801698126582,12.515704593944195,56.36204927004936,56.481424183618444,52.44654971821882,51.574171379474514,70.73352169376201,16.734795242529557,13.668824115590423,10.09085966043711,9.169387858458448,7.675956229804229,66.67748604030305,60.00233067315775,18.775981297230835,54.83046379969448,31.848208359359802,64.07762143373617,38.54809534751313,36.27281219304304,15.920014008123971,4.540715665585248,19.882190425599237,21.909964686152257,53.18293350255196,71.57003143135077,100.6940679589095,41.16164414697152,7.893167343829771,58.45895859000433,49.21500887940497,71.85403528135129,54.848925526263905,45.130445516840595,4.044003698307812,8.263474035382933,59.25481544804081,33.02798846483476,80.55778997387203
MARONI,234.52938916639062,115.70182179264822,167.4116309010328,390.82402270899024,310.5402757785985,243.83775096551722,158.92250341586026,135.29765936020405,35.3217804425866,54.09622984583893,92.2840192075535,250.69371583141032,350.71238431245837,298.83656021855273,252.81681813888005,242.6211269248192,280.94177155496,314.84392795520176,230.8857196027292,297.9501778291247,93.4608438483871,98.2741085197641,9.49600595097038,158.24960767012752,359.31421040084325,244.33361402325636,222.8016529888254,349.9080409484326,436.4352532798465,201.4568069525995,301.926711716769,159.9290695717806,82.91859609661407,99.09820419244572,45.2997479248092,201.15734712730222,293.84143582828693,180.93407247929113,169.8981797040642,260.7716464256585,385.87908089764534,331.75702897854745,204.65597125891654,79.144848120261,73.42750536926496,55.59081379990015,63.750671596797524,182.7714507901342,174.31268465398185,226.98209969969565,222.80095127249416,305.44926579058705,291.5705637228534,275.06507808163997,96.32356582980995,135.22267568799452,42.29342773187638,26.796051267176406,128.48758157063423,244.70082148386658,121.83255748928845,129.290147566064,117.93941291954114,248.18991961520808,353.22808413013394,311.7115162089172,213.5885987699561,80.33451148379838,38.097806624462486,64.09241919295194,101.00010479914435,123.6440897816269,152.08853147843124,220.10294799253623,322.13039618400734,402.16714878346806,373.7664950658356,232.6800573955336,278.3005489734123,139.46071510927015,56.074633246093676,36.46560695544039,33.436195851523436,117.74463783387695,357.1910622509025,239.82170263186896,288.0804554089213,488.01010507300157,405.89336205375076,162.26521450700085,271.13684802875576,134.26779059936806,36.71964268244002,60.9996173838,33.679898608128575,335.6246235163939,324.2614664288636,240.46705695520433,211.92621267810023,300.9923640381799,348.3003489095596,351.7093789761271,177.06212558415237,120.82468581499285,44.21092795925799,37.000343594605724,149.7537611824525,199.778863074238,269.53798491098377,106.1550239421364,272.5552428109746,298.36619821144905,460.67053337641306,318.86752598960294,239.08485142535812,153.8651181461606,57.19203706908374,129.93964536234006,98.23405931251013,243.72143431511722,203.73700114705036,336.62491641841325,207.58488086916006,227.8796710934748,441.7917076533687,321.6146792687666,246.17624303298606,91.37611236871605,69.69912496212014,62.12522391289597,16.8031722213049,283.61264105916706,372.3750664504604,313.8168581467074,345.01168568344025,203.76924882399777,157.67157174650106,265.8534358898677,204.96035023114334,65.04561695077619,11.892417121339092,75.62335287982121,78.9924503423093,202.78780671409092,153.24544073979266,170.06551865224114,309.2513582424426,277.7090234167726,380.6104561459897,324.81657217994217,263.2938651263254,201.5520565139701,87.17846045511045,53.99105621589978,118.38496213448383,208.99611896047602,145.22138939506988,283.6828854902204,445.88472166658653,176.82995252916112,331.6323147598529,253.73508200039797,250.84951707209385,135.70493303719667,54.660871829860696,116.42131604512359,70.58852156579434,116.11396570875861,317.076321369824,319.02963074933047,218.69735688798355,412.15765824701697,346.98454716545365,166.9611348741601,150.90453351250648,163.15135722663715,19.149211651667333,17.57738205095862,40.077305633174475,166.29547416494694,163.6620467322564,373.61136555996717,257.4748595705803,369.47094775237827,421.4063937083709,197.32838135834047,221.93113772203776,207.5052567902136,81.70675135261624,123.38323912437204,107.56824358856893,266.2906525642127,227.22019355402108,296.2382982887352,160.61392700746973,186.83584571960486,246.37904561283733,314.3799407044506,218.7321421762359,187.1352056581793,42.19912391379897,24.391550837124175,102.50858315669713,147.6735917754433,278.0686347332457,200.15462081442635,375.7806048941422,232.3451394993506,421.624829187134,341.7328812282249,210.05271321519177,113.41789464406968,22.0897709444895,15.938266375147476,55.63680435075876,155.60868511222455,44.03436466985199,219.56933943968698,202.13483986841908,395.16677179249467,360.322401861337,278.44320238410796,158.7070808166037,142.32066194003278,67.13186964333944,30.202754444833715,60.427039472432924,236.94807407686702
ANDERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUADIANA,52.669048664356445,62.39172278730877,20.27791016807767,46.924934561777675,111.86499670753291,17.579477543261753,0.35953650209942706,3.9870150162850937,56.945276450513916,17.116428024529224,17.134220835163998,32.46885659454332,42.070638937595724,15.992281027914208,58.587685753359274,35.076831301666175,38.06067860638758,15.934491827105793,5.259900390500584,4.931209812551903,64.83804299822378,156.22750689532228,20.685029835297343,48.38014432677597,18.067112934013526,7.383640201074561,28.32540497370961,150.5162222038837,73.36732511271279,4.995481666977357,0.8787558522978708,0.8640505324499975,11.983360193642406,40.79891220025316,95.42980153313643,175.930719888196,128.39054649731207,72.74234243406181,123.10592622825865,7.791647944332275,60.74937376180693,9.984467631887226,1.2660637123932967,2.765812187288423,56.32489033101608,117.34204007391212,49.23287014262345,43.137525139525174,55.45079393116225,10.545837334097502,86.30486882241809,72.74669769100358,31.74720053932537,10.49992008418521,0.6461020525590828,7.704694861909424,62.97831361793321,57.01352709189278,87.45040265442334,100.41276679459449,67.76254524751691,83.42378941193066,46.015589017063114,56.10977930493652,16.42170342047957,5.798139745122551,0.5583099559459678,12.247505757398365,19.76163774899105,156.48736775055553,88.3195985217503,59.65044787433057,39.370960598323656,70.87152810771848,67.67788527573718,43.84839007219026,80.95631117183495,13.300497314749931,5.004777519402456,14.148948993094614,8.72914631894555,118.130312820448,26.88503178863739,32.5367208454356,9.733891574529343,28.453695555477566,26.91192586156746,23.141519874391516,26.287098464937095,14.037671941543568,2.639800037950679,2.5365547286197536,11.375449152480963,107.22546059761332,51.873799942737996,46.49091762939717,47.76059429714268,43.69713004783876,74.10854517388451,47.16503884932388,21.21993691046339,32.89508944298566,5.364544808920286,14.324546207508964,37.866626733208236,135.46755242817736,132.24707996534744,36.27589131870764,28.38771485531383,66.82315579339082,32.80404522341707,87.92369206399951,75.47763635635829,32.520695034394585,4.81500290371719,14.669693898795662,46.02990837916869,47.60234093477186,58.940933287007226,22.927914985516857,57.8903622283517,72.82560252762421,23.631968239150698,131.53829956994335,80.05692342881957,21.168691622062475,3.0148305171000422,0.9623512501584294,34.145166734296424,85.41001527166878,31.220004537074328,52.88292353464659,76.99752993411039,58.3041834110706,33.5391503338312,43.03835199335394,18.18877579456932,18.623123114180398,1.5881392642702132,4.690049842697451,21.725928451481092,49.23967727141139,34.48829326134229,214.32444064186248,106.15989147383951,164.4062938564816,85.5107886172279,73.01932819638292,35.0789001997922,43.222952105014464,2.1297377248309095,15.492215047311948,33.43955196536974,85.51843754450404,71.72067574000864,170.6855029767641,52.069674859744545,66.40870100211609,64.97282880878016,89.00648460880278,71.46843766104882,17.654636285231287,1.5958386383295236,11.710593799398646,19.097065554078732,43.74220274445993,101.28875509486137,21.865381110384817,22.267689231770838,13.826652595770721,29.346042521090197,61.98881308496932,37.170779372180526,4.241855571851493,2.8118542458422575,1.0074292314966045,64.87041380239711,72.32372275925464,146.84222288513857,48.374365593014744,68.17431743381286,65.06681021104848,193.1553380339165,48.80894717991759,29.545523543269425,7.548910962063607,2.178882568035394,10.924368286040929,38.40820379940936,76.22056353795652,16.349417877896684,76.38870082545421,75.87949841544072,89.7105654025954,39.19438957374386,69.40582065122112,18.304692922848325,21.295539035801458,7.4843021623377135,0.4348863760125954,68.55714025513969,70.0044031725901,131.79659982647848,29.366237488637523,48.331074651462195,30.55768532244896,42.743290298706754,65.15218252262058,8.797165062326686,18.37518034043804,1.590488789026805,6.980890283479525,17.268707701526708,84.47074126412338,41.30151706387909,35.353350464652976,69.83571462656121,56.05536234135501,41.143085362024145,102.27042691853276,95.97284715745667,3.744616679622279,4.65911556424679,1.5239835297935203,9.271278449374892,73.93436859901638,101.22194112999506,57.589727310905864
ESSEQUIBO,74.5908448876113,44.22550396130247,74.0159523938956,278.02996341473244,412.3732178825443,416.0126367604728,258.5129146586421,147.18220000916276,96.28780884388387,78.67680458349774,72.8524524527712,116.3127208610381,132.46249192890858,104.10286320971495,171.5121746103019,235.62312218151092,281.404456926675,413.3436580635246,397.8383504086546,330.2796297775224,170.84039513003637,191.94177062987058,88.55186655944792,99.02368912208749,263.54249183040093,178.3287881765639,125.96823279931267,298.67369897140327,453.73103281498146,347.9679927378568,288.86599516231564,170.51176275862196,124.75143521009862,68.75976199588393,128.37771009655555,187.6109132894145,89.27104284000013,66.8675775973577,87.29124361701834,152.74316005151815,433.66798109254177,455.40093502238386,287.61743354127395,135.25890083928041,88.43750595600667,62.83209880237495,59.18912624608041,133.6900979513265,102.30715398394959,61.20496337082507,144.19268242477236,270.5074988731787,360.9661573744738,480.1585780792943,195.9005194600659,167.672613495726,79.87450710701091,33.16424276597763,119.80853143516916,118.79801520989119,60.52151620012315,44.23065875518622,69.07867867063763,184.52325194595946,481.00378817393056,370.32932787703993,387.3701443632557,202.8259122488939,136.11790597824856,78.28570775490923,98.92600511936759,79.6122024641378,115.677437672506,63.320691116131464,121.27064030196689,234.54429235807828,553.4478014012018,354.9307701092609,347.67309745587016,237.57848917769508,139.19253785493123,93.39239874196853,51.109536679967285,95.56778101099201,156.24748734653605,142.32412461406113,115.56014583219857,358.05139401239506,378.95888764708207,270.37160502358387,324.87697024111304,273.52966199505096,106.53544533762816,79.47711261537108,58.22498213977675,211.0265724539424,302.4370599424974,83.71989830462256,134.31496357501402,159.25274564693242,429.7009167761326,543.1289392794812,426.21402538281126,153.10981710948658,101.09378800845512,91.66771598492996,126.80355808658899,90.20342710884965,73.82763395600918,49.82410512714374,209.63795671371025,290.908786422356,427.74151862916335,481.944614729125,349.9490586427514,383.5546559629365,97.01803665667607,106.98041993995943,50.96482882160221,183.57725958964105,119.08491165769097,147.06801724915525,79.28474083224839,126.28004482121555,382.70512737666724,394.05317761948004,422.7684554445286,161.7674403159699,174.14264638222272,95.35391243005253,88.60124308314506,310.40161806131516,198.3676934435768,117.15624885872376,86.57847147380143,147.66493834377488,145.25324072670765,307.0282412538797,301.9556636564264,141.8709915749223,67.63350458952067,87.29644409171114,54.675400837796744,120.11334062782667,77.64612731566328,70.26401817552919,105.16657213772027,297.89798527399046,405.1393397623345,330.1465022529674,452.6263154507021,329.2819823487553,131.64399282215703,87.94207964233925,133.5858789980214,139.82564687729757,87.98206772361867,161.63224713361728,274.8646375617121,76.07448331281611,526.2049199367948,319.32220133002056,246.97954050929266,187.6981379532005,87.77502829594167,132.8289814535221,128.60919244971842,78.08449479568755,123.51460302512152,127.16957803507199,128.31476702779503,264.9590401989359,360.35435383503335,268.486781038755,330.82596539907996,224.29096289822286,73.4440831915367,27.368629213579737,48.02472583891296,96.14873951831672,61.56748295845115,147.16717799613164,104.460442797051,204.36058968297144,433.770067229153,309.1525555647088,319.2846803852084,281.3190626178917,81.9516939383952,77.84964634401553,137.99023013233455,101.13197237269435,70.99294946550289,95.76811662731646,69.66474799193439,128.33880654876407,202.50355363575719,371.4540536911606,221.9180819996874,185.41120433632136,30.54297586193385,101.33660277708334,86.34172747146224,78.35589779423667,115.32520674812501,61.72560202708146,66.39375342499949,139.98240900476995,372.9256721799179,330.3665825545074,304.1020205179924,184.2900112268671,41.63293467911057,19.55604394757861,43.2003992438699,68.15323525749713,26.647087621731924,100.4196174071761,55.92568706793708,291.8888901722726,381.8670711295233,333.15915526195346,279.0938857645307,186.5519732037154,109.5545863745404,54.53202018792927,105.67884018774643,191.45036984575478
SUSQUEHANNA,144.6578976082543,132.91982703249997,115.17393486994257,144.64953183292067,123.27866635426662,142.0469112881036,88.12388389055874,70.91807177971529,52.88764938906554,80.92926305902468,29.905868625543437,38.78784538348412,179.65808708008686,51.64284876194979,111.43556334283623,91.70727000110043,53.30363798499842,68.51659290763261,67.9967650264373,97.07104034689289,201.24711239664617,54.72540890807433,81.43239990234574,68.50472296344107,82.19623348220266,94.27652386895635,106.18592500993854,134.54448526745796,133.30190741039337,140.1701999104893,87.34638374984848,91.76381919640731,94.4838189423291,67.82637562257325,52.00428210030306,89.70198242071532,50.48431663164815,51.24047869991304,137.87684133255092,59.74901607151083,69.29964254346012,113.58854583585548,71.11513117139629,89.17148869069904,115.73492853165155,45.50625722658774,51.7309383521033,77.33089157956425,64.5886795104585,53.27517382973142,111.31903429556547,101.82293528627795,151.17989247510897,136.80046159271902,54.774759832207806,66.71365777623771,122.71895007012984,140.134495204974,91.75991861942033,121.82998535111845,78.33089171443316,113.48088478682341,88.05994268906949,75.68368080764725,124.03208150939241,155.10969216407443,138.82463986620968,147.32941691794838,188.3610838895216,118.40089230130748,109.81630701573154,135.54894848478475,90.6378155707989,67.41956775518535,72.91749412904782,129.65300578389733,148.97918905391492,100.67685616015407,204.77970442302367,146.09351566416402,221.54398578775346,68.0296580875126,93.48081336504669,112.22187846775451,157.4283457003576,75.26839163164311,112.37472092888454,107.98102993375528,45.50106655125871,78.27519111230055,112.28247832958041,101.45563645300092,44.3085031999932,192.90118519400005,125.00644688369039,80.86117059641279,138.78549861510123,59.37634848647513,42.695877406030554,92.83451217325367,83.16153622428504,231.5038639400809,131.79037056554114,119.53693563349961,119.53664516265854,128.9239742851777,108.88214170976785,72.30587083291512,107.0252944678125,79.59396642193612,111.72651433733309,109.59819471602229,54.52390680540612,86.86552887339518,95.03021527679753,127.5573587181538,60.69744973154436,113.0486295682207,111.48167978010822,142.05915495874518,57.50891702107794,143.3328050294345,148.04104784349303,87.56998281926836,111.975227921604,94.06774623435514,123.94306761280633,74.02712009693512,122.9926358366024,76.22866764516863,65.83530074266776,129.6232815413206,62.39304826340001,36.45773500633934,54.00767349957663,82.90629612854369,132.78466828814908,120.64254804198457,115.46258621312845,122.55142813950064,66.11080455940821,136.94743493316787,48.38935869823263,107.70535486262838,84.63258203103587,55.55392432772656,89.18018071436113,60.862090938274385,93.60260827962269,95.73430706177648,125.66301805538141,85.71983094285778,136.70179624427524,84.83479498927369,93.54992656968754,69.02036270573076,49.82665039742484,123.42269475562188,141.76094129413417,231.34606883180135,173.43437528363452,83.53666093085428,82.2379063923826,190.3419842101256,327.6933363209679,115.4315824553572,98.87583172948861,104.200875363741,84.38498612637133,52.69437291232882,52.602020587256504,61.852290602108866,137.94169035655202,88.76391471901245,105.0745862188611,98.05154559735438,114.29185579942971,134.42768756439827,24.85061029268806,132.01070886089,94.07330232156423,57.10978443975459,55.995497774594575,81.12529421484791,97.11595899432558,152.7587770227235,103.53112777360259,89.54771380955775,62.6057357950533,121.57893353753344,79.60741512922287,99.42272307695939,58.740387214864384,92.17884763728297,88.16870176308409,110.29704023283263,115.67809711403967,115.59675893477763,111.24730513306324,119.61560416855801,36.97917040737109,90.00516539571312,65.98966287020345,80.65244679972753,64.24782188546943,46.508384918529295,73.39931968141951,93.66679755588487,81.84530708398286,200.59726036582936,111.69605090586623,68.29727632758613,96.25603577129364,86.76163068993039,50.357261993298486,111.85479900526603,70.337089410276,130.99745934293358,48.20443801849724,71.67867580691815,88.8275732999894,76.17993780657828,92.00845597616387,118.23428984356778,69.9565914663654,96.28851320111055,58.29664326590913,79.04173909507121
JEQUITINHONHA,150.91253841844537,86.9605800830132,54.843384180162666,12.611895837897393,26.713308492049592,7.2133055987497245,13.969144981973672,11.645032994336091,10.691757218623126,81.87490051548916,348.2489178761677,201.20568570388147,86.61105499102676,89.52619668823056,158.2890695041603,39.67568478843393,25.735085183586293,9.764743205074554,31.854041463747585,14.31624438049283,10.83982097167496,80.24544144702557,277.79285320013116,206.78945582021262,210.95989992113778,112.29355928684994,199.43065670900367,51.69614193930598,23.24246589292126,10.434476068544525,23.59413683182949,17.283353330785733,45.58687796157154,29.216672472539717,282.0437089713427,310.8152826539437,54.72177499512082,45.373618354759095,92.2978077998919,28.05715159822945,50.69214046684775,28.501503354619256,17.81505623374562,26.356184330502266,22.72499367379292,143.35458378073352,191.83223797861223,198.59987154385013,272.6638634490814,159.9562063884377,72.10284419643168,35.69714861554895,25.286293376227263,23.871037934836036,20.37450098460533,21.876837386208358,77.53884587809384,22.940448393660585,147.14194306232685,253.83391535587592,204.71432731195782,35.7855540765596,73.4133205658755,76.34971805719992,34.05900034240033,7.776559823224667,17.54901097183114,20.128339478113908,23.49443022012432,59.940045288367024,85.38932431467504,160.3407517286153,233.5691900466499,238.0009731513015,258.49117992794146,105.72934241122915,27.51919492166638,31.419592849826817,27.559046919406104,4.158962258331238,4.395135199529559,91.13223222693192,122.63204628731006,191.86695088226324,178.21770017448628,203.83787990012462,150.1381937286842,46.77117848910284,50.01652036805995,40.47499040611886,20.18957185981461,23.68209580935593,24.344555222647898,23.14214738570847,248.40911102204305,239.86951221566318,30.213989817883277,68.77565894063125,255.773365615992,101.0577821630758,24.75020762358151,29.219305389611414,14.612444857336389,14.971234527607686,47.31613856923306,123.77668185327047,344.2045114096812,265.09608579769446,98.74709912261484,235.50381698554787,45.12794731186028,58.60971689946235,30.031972369512655,5.423188979547364,13.939556862713216,11.702072395340013,11.741976431798346,13.316816620219244,119.14297438557962,142.41888946892348,134.03523489241684,157.75193979696488,139.36960906384817,60.60251739841475,7.424270080641719,21.634232592654858,8.845042580186075,5.733452813402281,28.72848791946589,4.557668000093106,236.6623428796095,274.39448630558087,197.8323176684383,53.69651633287487,100.5156323061597,122.44350743576871,37.946877523650535,29.24445022063938,13.892981425094911,22.398092292927448,21.53316246835092,241.64291648063335,94.7344245832537,164.4182747790796,41.01966680256007,79.0044458884772,246.10908344755578,60.722678641752886,44.50269578751797,5.758769719210249,26.219811827018876,8.107372999677139,13.128045181220566,75.2717304120057,248.96613784203382,207.9000852870289,101.27503760369096,45.45129854682451,197.117131767369,81.3790931541947,7.923866920534394,5.032631315458122,9.088032267168785,2.880678308290498,2.158554025958901,97.65603664905777,181.7542454273098,256.1772929744613,123.80496920600203,35.632328149367964,51.82276839672611,18.99561327168959,62.06110121096494,13.880832184151155,11.39329155090749,31.415456513542203,11.547022090971632,21.16384480016235,325.47795925935316,43.841588014551725,214.84570477765843,36.37009488337856,79.04551258300269,75.31002592966603,22.505288260188387,35.373437665230895,20.874857881726715,26.79928790220354,27.06937022652654,63.95771463063334,183.1518985593669,465.9576281866546,36.86153377125872,33.59367106969733,88.94244534747807,41.21538497064195,9.882747557316769,36.01303967938813,31.96362127238754,6.760107497802517,3.535156492693934,73.57705089637577,184.37724274993178,134.22159359819142,13.875759160566785,145.94829383687784,105.59580827215865,61.6664290626633,35.9145829384245,37.06402080963876,16.191882342802447,18.476376048684685,4.114969059766012,10.070992588986947,95.70922474806635,89.86849706459122,390.1952204708733,22.498668650246138,31.407190718852405,10.67870790795277,10.288318662723137,15.562922506026919,19.721823437631993,13.044839713335076,27.78631281752348,71.98005930147477,216.29447995370558,149.44966715936812
