name,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01
WINISK,23.545963420928253,21.155550232152244,20.008588967536845,26.682615069990504,56.41167888562043,87.92647271181752,64.34300068289018,82.22768452983175,51.36035278552648,30.715283877545023,42.68378260460626,32.41223897389636,21.775427208322675,42.602828803688766,33.49766680254496,56.04036642424262,90.05104257641517,129.79671653085637,80.42131721726548,178.8696053668321,59.82128816846016,33.45176251967199,36.3171318453656,32.7415848066228,23.016184932269933,23.521925100201045,28.53970608450711,38.51880833154907,153.55005051119224,90.10338053892042,87.63385384336893,99.23084521400855,42.09829522322202,46.92555338857987,45.283716756633645,27.642091157143852,17.7614704589812,35.29104605227982,15.806775352370899,83.86936239260623,77.1436531727325,106.68993587038024,78.75711926030033,78.90338516304088,81.89190236170819,47.27428598575999,29.16154826264978,18.34407801994618,16.737059851543833,31.69707261660895,30.729776417679474,55.306590820054154,91.53558711511914,67.22200014077409,100.74071741849195,134.4987849544715,78.75899861940323,32.89971208625702,28.300834601669116,31.111773834700486,18.992568863214053,26.28352100698664,59.55225321284268,46.44372592262459,85.13921003960752,102.43580157908383,43.202220163509594,90.65110000008188,54.39318351105274,51.63754790820073,30.183464972024396,19.23033338371478,19.350559447693968,44.62315243301211,29.22471320622316,61.229588718946005,89.36608096867059,108.31912105513206,127.10151290117588,33.25791727491391,53.91872174888334,27.83060746903128,17.00058981646198,27.662908251953013,9.601924244374915,16.001543342123348,29.07366581760501,58.35243914551309,47.46509862374168,120.01824474517497,97.42714002808313,74.65925657744785,30.03370528456638,51.49201774349895,39.930938840030706,53.57830776690281,31.905001015927724,22.633526549356986,24.21469364298173,50.09715005046055,34.74354788260153,67.44120535272674,75.8355261926294,48.48451572278238,47.63413859991622,37.89754107331203,20.106005896312123,27.244238699450214,18.00384497838025,44.411763427555684,15.183098386738022,95.6458147155897,72.80160608136374,52.41784657932402,74.18895310409025,45.54970033625145,70.08294786934424,42.083835402027816,57.38795986201948,43.554867539067295,12.441202054802442,27.167689274006527,31.19064314552063,39.16021635452142,42.685177091797556,74.36831570393066,91.36477124023449,59.67505089303677,24.704598376768118,48.19126072407291,33.6310723943121,24.36834776032196,29.93162991218908,28.91060884377608,26.699527915918647,78.1002221850186,79.57307123362168,70.43054052659198,96.66020672505907,88.9567498529371,91.99884297995322,46.850177342602066,25.456429452299176
COPPER,112.37886166224632,39.754179156639196,21.201711472740683,57.06620589918364,69.07305972906559,63.69907294198656,109.45228153632468,71.31725414167505,98.16124755451445,103.52648059457746,133.6215041434864,60.51342320371516,104.8722249210148,62.41110523894366,77.08079675474735,46.207621229265754,27.977648980565828,61.38641447887337,33.55829955880927,161.61609001037874,161.19929030886493,129.0970099789596,152.9461423282288,73.96520197957474,108.69618771509587,84.71095190995489,42.62970229067773,65.97378771278984,55.98619118702793,133.81519089655436,109.06677184446612,133.42005968261572,83.65013339431468,175.28284299675545,150.0800432840203,61.43978945040696,78.51409011880426,28.3957628899133,67.50729694063413,42.24837182114405,65.49914291350407,60.633280967808034,154.0280438827985,105.64138852593298,209.40552970056973,23.87447480156611,118.25515674944532,107.5155641474033,23.425285528172193,35.42981041692798,35.312631532389354,57.946283852581615,23.683987860544438,61.382005581676935,43.49091392584231,154.91776364789024,89.50081499516105,126.5559374054099,79.23599455599734,49.01248892504787,78.21984923620445,64.4986454146018,60.83640197288543,49.53332136444584,57.775551029560944,144.51349720583187,90.66776256644931,139.96559961484743,128.78661291045196,96.38480252459948,63.72808730163648,134.71274614720284,41.92736268529676,47.1769239454277,25.266623472350386,25.20655075518839,53.77082708128524,48.92761798975914,141.5178359301574,86.64561925993159,85.99994561833776,97.08223490366835,113.14014285234,48.83789959536507,66.42009944485116,72.58702371902714,56.12067518537512,30.926030121056836,95.84247577526197,114.32876533335059,71.99228878925533,83.19488113673685,106.94842324956682,124.840869526402,75.65756360070617,81.74460034076259,91.31362680611147,31.8688726628058,39.518880794033784,24.918174821626643,52.58376807556171,71.21997184253175,125.35908031102679,137.88861773462992,111.86227146007306,100.24526173473876,190.8966089369195,87.24005536881742,100.7065058596521,40.17163381683537,25.834773558237757,85.73206468950278,75.04075072972326,76.80525331114788,66.11336391700465,208.7506372036514,81.01113619558917,41.87730762005599,58.56379119527261,109.87541096249873,110.6888443639186,53.5633268928884,46.4600808835537,116.45250015033429,28.92246051570081,73.59495366583363,93.84413641789615,156.09718587859436,174.5158573812147,114.26174253341966,74.99740175856918,212.7068733222154,30.475965792195545,25.573345525409554,26.367403955784205,22.414688947766074,89.36924856654932,82.13976464302226,141.63382862682684,150.8939376482337,99.0141125508393,64.6113443507032,111.83079777898855
NOTTAWAY,42.89217522672784,40.51597931918919,51.56179145940398,60.20809157752541,76.2246805732535,149.92760963814362,140.46994756714003,101.96744052888388,94.640783306643,84.89444193718022,95.6181305294745,39.73138891421097,47.622023992187124,60.7285253992717,37.440262725993904,92.48080555727505,112.4564825627939,146.69878653622496,88.90069484243168,71.05679102855689,75.04744329234529,73.950506560652,82.22195926748861,50.1252275601441,32.65258886151881,29.72556942616544,66.53913905451405,63.82478528610977,99.43523162238334,63.346529075005975,85.27260032230791,102.50012665716838,100.6924259611942,116.2393158764699,58.84152187714916,82.02152194734285,60.90098594698979,56.998243021104656,62.47540578905355,59.894210018689336,68.6423511981767,125.94161286894104,101.55283471832234,136.22547326875474,115.7225411418526,70.5874734880125,54.74832447708078,52.91922746517025,31.574354518019394,50.99938724639287,94.33084789472865,38.313715443212665,118.14875977740215,67.52884082987936,100.26771970793598,133.36703203034327,100.53338120421363,72.65992631478782,83.77928735652188,66.89727464796582,47.24752046960808,58.23570631785826,60.46760265807956,90.75760524250325,119.99530402925903,158.22913568726648,92.72562860393447,96.89889912227348,107.84308652763187,62.742189657866476,103.9005291575993,44.10319086943314,59.77125952966498,41.88099213606145,75.32231288286624,87.41121789391619,49.125133686989074,130.91627204990579,123.13659387008308,70.26425949140393,73.93070613026617,40.0300600252768,57.086055549351684,65.55458319232142,47.88991180206635,16.151971613826547,36.65169405698889,46.4753239140858,65.96172404021517,103.15128015439574,109.28356528589632,188.38882070062618,45.78131900861734,66.3789049151117,73.64906798788707,35.02906778558054,32.70246601191094,53.005543704130766,111.66971617016245,62.88030753970591,95.60839348221793,99.75375626528337,82.66381420300539,95.8024440468264,91.56115060383084,90.38394196115938,73.54746784008685,73.65526929892431,35.32810012985486,54.09093046193662,44.36378069388161,61.86995837192141,95.07327170641724,59.45287092678528,144.6224061395527,146.95376621291052,119.4142979568549,48.45372720833424,80.2455121247169,53.89874286647934,29.520785479591403,37.250437200858485,71.10426306428243,80.6340055584638,82.94514122125292,99.16813303364621,103.96367358335698,102.4784857949789,105.97660971075382,81.92187541249808,27.18575170557157,44.195244192433194,21.039205541690748,26.61806875532133,63.569275043341065,75.524562187024,92.46311497982198,148.93931443007517,101.81385667849472,119.12369077909719,139.05010005072623,85.30417111397914,92.77233956285436
TALAS,65.13244424077925,48.29880713655303,70.34375177681122,62.41147689383141,40.30274922607984,31.269946292498958,4.510774651260192,2.6587162813496765,18.88961784234757,77.80724148093047,45.37043678683233,34.40165094532066,25.75440221670075,54.8508872043397,41.613310792616026,32.254011389637505,9.65006192914901,32.55099170799899,8.565458221200686,3.5536901705007415,19.416208586365777,44.70155023853175,61.93051271473927,61.48787514238936,44.42103643524712,62.9687821778565,33.640335885174856,44.890202469637224,10.000813052179593,3.790202718959957,19.128574061946352,2.4658401776933094,4.803664270666695,20.78995447430803,32.15937911961158,52.183512782229876,45.875429505906965,48.830931877308764,41.14965584306894,17.344862363770176,11.07342090838497,21.272839340604097,0.6010600839626411,14.567202927907774,41.22432769578901,45.676621605474644,23.862523617261772,11.923429683556146,44.319331504275056,67.49645663519038,68.85734176134254,32.75104356845922,8.594944469430821,17.687128973115794,2.71044843821654,1.1027812719377659,3.6322593387344306,35.71615544368108,44.23790237141653,10.313912350341516,40.18044239607483,10.536620959332554,21.074013346735473,25.805627505374158,6.187503498208385,10.08653837395979,1.3711050443630166,13.547729590282117,41.8232829483426,18.146534620031595,32.21370193864678,27.177852809841244,33.28116138039349,35.857781930703126,58.059182048566186,35.73596819118287,20.41021472863275,8.956375166092977,17.192220043767957,27.17060230201857,8.520420557424725,30.993742645692738,32.18357937218657,60.14777090652748,72.1149530326558,47.62115528347417,39.90220281016661,40.95588968695142,23.724785944858976,15.223252255013932,6.591981689215365,12.49783789137112,23.509270417192372,9.243360645370606,11.49212531369445,9.516473500275533,72.14619436649679,24.941618753047308,21.315526377412098,41.27342322765551,38.453361205795865,5.550651116116385,3.2514283192707176,7.960958007062827,32.479628100115804,83.09535713244448,46.16592232837386,18.02134526365008,20.940610035947667,54.85307361134581,17.11964773354816,20.998891508473587,15.628349780747767,8.518444905159765,2.8494317166470498,1.9504565173263486,4.377650077710791,45.28706917685329,36.55381074932506,55.65443513808822,29.00526509382124,61.53584567771653,47.8016556564919,23.574882516263415,32.531475346108834,11.074218190681984,13.637202335180888,5.393742550282774,10.610683970743159,10.513542871431705,70.95278572458652,63.47750838769471,52.188999237281216,53.265594451821414,69.28550411700773,14.888465293193397,12.352359557643425,7.752268261159384,6.558344502635869,7.4350973202702955,63.557668320970585,58.73591055239776,16.14030847400335
MARONI,124.36439728631454,99.7262830898676,241.6508450662168,352.55746527228575,310.3984032901894,215.37058638439592,77.74778471112704,39.36827073982454,58.30804684561404,91.2878179698926,111.5357770564866,122.24401476937,174.30765738774474,277.4599487172508,374.6552434215046,371.0315403382035,236.48444264675013,258.05879990806307,123.00603072051872,53.02682183704926,35.51026986092676,31.971160864843938,105.79369402727171,319.83898891334337,202.44869387113008,243.19607472516523,472.22114890469237,382.2120334054617,166.46597804957165,256.07293331102113,139.5765649691497,38.43701097791044,59.96909496823971,33.629201699280124,295.8897252938966,317.7429338376756,207.04291225107218,199.69432082315691,273.6107569764728,376.96598182503107,363.9782877170528,193.37308097559753,102.14257519809927,40.03941566433701,42.397274735436504,130.77795007501075,190.50877283851779,204.16859953608136,93.99210331497993,251.0827864307722,286.8889770841535,444.1521481179556,313.2060634710754,218.78957937995207,152.64039837372502,51.95688371918762,104.49839898376734,95.63356113239134,234.49705747835083,174.55355155122052,284.63001984604796,193.8004320174392,217.97266214960254,439.22179533577554,327.6794973466255,257.16157185095835,99.79385713571754,72.81363011975691,56.552299127458504,21.052445878884402,249.60803841212547,330.3422563381023,271.49905696721027,310.8824578921637,206.40013778955063,196.6106363273816,273.7825072999873,191.08028512123147,72.23110933852765,20.203650529936382,65.07457116162806,76.71189534675203,202.08137455294855,143.62160983375895,175.31491121812874,275.27568203303525,299.31880889475536,398.64761083071147,302.58157189037615,273.01968709855214,215.24415960142687,97.16669902295747,55.06609029885846,112.9408791949259,209.44132737614495,135.5802187150839,267.1832833240979,443.0953137544813,169.11226467079527,350.04535118109226,262.2385504864664,247.97528425366878,122.9346742602126,64.67652613834322,110.59145443134503,75.7392191824064,115.5152458413075,267.4826956633677,308.64589157041695,215.48309637854956,397.66017129872745,324.17387044058313,194.13685836415553,167.3898523179676,159.46878455444178,30.048081109812014,26.504301278552877,48.15062031331837,157.16816311854652,139.12611748464852,342.8265076218331,230.04674028208524,350.2422319678567,418.1126042414171,209.27044425069448,227.45777805791172,192.7699736985428,77.13513916783057,112.80479184571008,115.43572177267605,227.63241270290732,218.0896566563105,264.14447463503546,146.6634039022757,191.0740044335212,265.993948146534,299.255236786323,209.17888451315332,172.92859874780768,44.38253525938907,30.114282812533386,90.11787696794751,178.103232950173
ANDERSON,12.392303873737994,10.006502400634004,6.501546220410983,23.224231088657447,12.112493349125263,42.64867500434224,47.57200543242622,35.194979861575426,15.185092727758732,24.726740003752653,11.507504427944584,17.60248560347509,10.310127819899083,17.079812849607308,5.023507626362498,8.742258045538037,11.547086490980814,25.914839556619313,26.5107941021813,29.368996711236456,24.430998717829933,10.065276076924707,21.18618546335008,22.553331691769902,18.203041474102832,11.53950790559788,10.212541410555328,12.321064286701912,28.35901871685201,24.713688675528175,67.07668543295571,25.115521663479484,26.968980403868763,27.86128661330357,12.129367708668065,8.016192348491812,29.894874618893667,12.317259462712178,12.552401988491614,16.197668897774783,38.949429401476586,22.897609840252077,23.03769041364187,26.541946571667772,16.73415152836977,16.425993808905368,9.495456268013912,13.409886022092941,3.635298051160553,7.966245370330187,4.754434674626713,13.763088351126617,13.191632911663849,17.283135230178196,31.554895967945974,24.248733175959877,25.378418083401055,12.839149074869443,6.845927783547579,10.586184258768462,10.578164996009548,22.893313529509488,41.93828721336767,14.855137573178151,24.79129096693135,55.353689678577496,58.05889160412423,21.158258743289377,29.179868340123917,8.870890913674959,5.660222046579461,9.165885942093833,10.2360477878468,3.419819554923173,7.212918243787817,4.521402194447472,36.5683158312343,40.02403368697632,51.248404940797826,27.240395325765995,13.128346382703125,17.9823718469354,15.240423347770948,12.767439178076689,13.66044050012596,9.753630296767449,8.820007803764923,10.207826615643437,41.376975180468534,37.359705973445955,42.27764136376456,28.095785841977673,11.623786174778608,18.516734818605798,10.558917955963308,10.762061521778389,19.50065135116949,4.303612254725007,16.649768692447488,18.30229626340423,21.47693572600323,63.14646292304823,56.81580605945753,21.383608561956088,13.071037217910575,5.642540729876021,8.146349675286332,13.061826274623918,6.334946394098342,8.421466533850133,10.935801148194106,15.1919037615389,24.16996571893407,52.74037299188477,37.23992015669849,31.962680872236643,14.33034004410828,7.744326071928172,3.7292108978095824,7.25214272416912,5.75966107602747,3.1479705017115966,7.786996941356579,11.011759376340304,37.37015305022989,34.11273483058556,28.450500579239662,30.37632001628315,16.24109312666997,11.394539425401746,13.556799100858683,10.668111501241391,7.69748871302764,9.721139504905207,5.86216853573133,19.27768847889027,39.84972708850586,57.12519862914439,53.128855251304664,21.421537885080138,22.945294202314297,12.6458180164204,16.99652113144545
GUADIANA,86.15741502003921,50.80671609655263,58.65783778249321,17.2164049745918,6.393489818200732,0.9248161163316323,12.535386545070393,23.70247553380574,161.37352338915375,92.27535384137082,65.50441367422876,43.58995162613982,76.70601645631389,70.12736715958498,48.30141872103013,82.21660990021013,12.68163868468806,5.051782720670866,16.963136558097318,10.028349144890225,123.0040102119902,24.78518862862553,36.31558979098969,8.06795118292926,29.389719299093827,30.144607263991677,25.151032016769246,28.509582981466597,12.606488886882309,2.940137748280518,3.4487525054035437,13.361887642901204,113.96129336258427,55.16753047778466,50.36127951770456,51.97486125793308,49.93238650810947,78.12787632247793,47.825557354504376,21.971017944673047,36.01053401972877,6.4157254347946635,16.55731237175723,43.7838327781933,150.0000276148618,138.0974094044736,40.588310765405,32.08195649190427,71.07664365329678,31.152349823276058,86.3186514997161,81.01599602391069,34.85294323121092,4.191814981661595,17.2270480958497,43.444374742559035,53.43415024225997,59.23148294523156,24.726565982730396,57.60558941392946,66.87885186283341,24.40369558997467,131.06627376378455,82.29711416104077,21.661398120424554,4.068189592369293,2.2067477053635964,37.9171260600028,87.88737342744166,35.95887843411901,58.5309838397013,80.13523847923854,60.86852921308059,37.577516694930274,42.97672373987407,18.70509242504855,19.563581828006207,2.7692074225556262,6.405919805774947,26.60774930091068,51.13574929769626,36.42294476013666,216.6759361336582,119.51886588019,163.2329559940928,92.69477527644229,70.71516464506622,35.39637601376058,49.240421889974364,2.8656327037887928,14.910534639685986,32.55194957999482,83.59160180786037,72.70425116092645,184.26496635988943,59.54827853180353,69.51521323535219,70.77285145738084,91.08082282360927,69.37188015937386,17.796840179944294,3.1966966757375985,13.8293481429585,20.523867097657842,53.42940718151301,111.80118860956928,23.292153625253036,23.62653733184223,12.290691739105734,27.820925114880396,70.6302519755144,41.58723892870925,5.80990562243732,4.116169812437637,2.5447272514115586,67.26191086879363,87.64167765137728,154.1361221218995,53.98510507479106,73.70464194673808,66.02875182756482,199.49631529193815,51.32939452783745,32.788537838914095,10.893992826889566,4.206868987973825,12.903609807521072,38.30944454840746,88.06549909826826,20.33599349916395,84.38959884053325,87.15641118389112,98.3339542779529,44.59976084068982,66.43978690438475,21.51874820891706,20.60358851224451,11.293357921679652,2.207432318813648,70.38313544117894,75.97251564802986,139.8637289337519,33.737556844735295
ESSEQUIBO,47.54567915978132,61.85774923053381,186.11472574265744,464.02638968437674,359.70854419929327,371.16899546625774,195.835650337047,130.53476967983727,75.71513946832219,93.98396892563346,76.87973729265275,104.03308111019557,65.40768870159046,125.92226137005893,234.4885355740299,536.9966580157854,327.8827802800792,322.90788286489834,216.8102623446704,134.58807283442042,91.5117678691903,45.053034874578486,87.41999805070462,168.58481471549382,134.78930824994978,109.57531550986118,343.885548912232,378.75358327176554,254.032108477851,315.81666090104926,255.13236328470975,94.06864810914432,77.02123661840112,55.098897309598044,189.93038248811527,283.1074305167228,79.4240014705103,126.20198661936244,155.6777350106988,429.93735083232286,522.1101279935816,402.4747726485852,146.45477945632115,93.30018267433121,72.32491404817556,109.82203588517541,94.01806712189249,73.68488903517601,62.72735315124456,183.93488058087064,262.6019582866596,399.9355268304121,443.8058599041706,332.2566260196708,326.7927476390125,95.70128656659085,96.45863172942511,54.934585227728064,166.0575870384578,100.58201671315476,119.28521592039253,84.70622817210123,138.71583143606813,378.5808084577113,386.2138496594527,397.2711393533846,177.02647047835754,135.70400685952313,85.2914254502321,78.26916276445259,259.42102813435866,186.00981103858373,112.53077338395212,92.60534082140894,137.91153089526458,142.4538291747367,297.4434919079046,294.6809194850198,143.86972133441432,74.91862387796357,87.28581721558713,51.64835802730594,119.68620204037592,79.19103686648377,66.96846371512419,98.68222528117856,276.7640670658928,401.7264229342113,318.7070585238052,397.07369204523,310.4679274473897,135.55670898844772,92.34527245602915,139.63287610419275,136.84493292741607,96.36594788583591,149.88832225496884,292.19016801570245,98.13653454311795,476.4016430084871,314.24509531389253,241.01212617980312,186.64816672042136,90.95513616058982,127.27001546507354,126.19316270129882,74.87606632000421,117.69096970247,126.67656714248437,128.94779887009807,253.67156166474217,335.4684343685078,269.5653019314462,323.72794751630016,215.66142556285686,79.9639103470612,33.824914500816206,62.01024047281788,105.66332366215984,61.82765441655037,134.06292924474897,107.56992999289075,223.44779710437578,427.3414033753411,293.4276161733903,318.8591869278225,262.39986309781096,87.57299094228317,77.74678768647412,101.87917050452154,101.572675171237,71.52121821062111,94.79496115974494,77.55197465465663,139.91521670683994,203.04296078526525,346.1355782673732,215.4596246992436,186.10344071144857,43.59243097399866,85.97361999768505,91.35707224997664,80.03150677712883
SUSQUEHANNA,116.4263398561243,88.72598376311664,75.42019699117775,124.1183418649777,155.08272339903135,139.77740729116377,145.1911313370712,186.8562958159484,119.85708757057732,113.87053042360834,137.4035020750073,90.52001569275943,68.33056968339673,73.45834372934208,128.35933826054622,148.359009564078,100.90284493997763,199.0129352424747,144.69244279766437,216.4813106724614,65.80850134021033,96.95519152775086,114.4186533335826,159.3159296757153,76.6128030645142,109.88806397363616,111.2967623074813,47.19326771055865,77.28327192896536,113.70293418608928,100.7027426281504,45.93765115781181,193.5599994254634,126.51787992681489,82.06637911470838,138.98826283872413,61.24963333983377,42.96534297293325,92.78910255085735,82.37244604655882,229.2898495521271,130.86551980126814,115.88397081088344,123.3780384736893,134.8869578071493,111.88705262509411,74.42577998737329,111.38812459267929,79.91355472906764,111.97572193854121,113.3741786080493,52.52701543605608,87.5664740017902,95.37805816698479,124.95266517360521,58.762169617973306,115.88676121022927,111.76077174562202,145.65849970448429,59.63789550371859,158.77564239586883,155.19416265598383,87.87516211605397,104.87912221655428,96.92767939391972,122.61530928319935,76.41553705325627,112.65307122948757,78.77507657743283,64.32046750601354,153.7974700731609,73.38394649237514,40.24887827105362,60.17295929673673,85.2763272157858,135.22320184058876,125.43719905107923,125.36685111655716,138.14138348835954,68.85797126293187,132.1597301147981,50.51417855801432,120.01046169169375,93.54151377453907,73.94515805621012,101.33244940364601,61.54298770551154,92.54664039812435,95.71914648047262,121.62730507965068,93.9192479514423,103.84452516186958,133.66733822744794,87.52222651965106,90.67439014696903,53.94929910444165,120.43835852891432,156.3706333916825,222.60686809106372,161.67336669876815,79.8150846394571,81.5966520076562,192.7018454522868,303.1719167035993,114.91576707759118,104.10136248637308,107.09001563619864,91.88858658701129,54.88809544274585,54.815845307204654,58.80672928904099,133.50374491326897,86.17640540550518,102.8080434249646,94.91346028607252,117.03387301082218,136.68092493707186,29.064725688831157,136.68679885833396,96.44947773483176,62.13145027267467,61.06767310967185,82.8571112554874,94.07000822773584,149.64082710666855,106.68241774665569,94.23684293995866,61.236202862409804,115.80280662276068,83.38430736757407,108.77201917826302,67.88257817041607,93.98321121630238,85.87613269734517,107.23088618984293,117.88676122396271,115.70185546153662,111.779481826979,117.86735095501547,37.80890677083335,88.19854561268635,68.94587410637617,84.1008708853794
JEQUITINHONHA,37.55889520194225,73.81794708150379,69.84059928358904,35.524891154322454,8.802946217001244,18.63707058777135,21.02779856782619,26.043361183357202,53.044878058447495,83.51923002468435,158.84215036169252,232.17594310165805,229.38986379194762,255.2991325266828,102.38296574100464,27.5608002990438,31.821913441075967,28.551911046507968,5.385678811815595,5.170916410528684,86.55277288462946,123.1771971166832,192.65744460819073,175.38725850693234,201.01873654493548,151.7402291703685,48.967312327069045,51.65824316954427,44.1831641862938,19.647802028383165,23.785713022797612,25.10249621302985,22.12969779753236,236.13450798854225,250.10053801493873,26.642924347165707,68.33248449977548,270.7238127282702,98.47386953739236,26.28165258466966,30.731404942536468,12.064196761794088,14.210630507596939,51.436495644417256,117.5897362159847,333.808231785645,269.42057033528425,105.30184029532978,239.18557145549855,39.28165178249251,57.81997934128423,27.21643559140388,5.652580089016733,11.55813180232168,12.31208340508555,13.706156877555935,13.247372963281308,124.1755431048249,135.73183115381664,143.4754494475827,145.40618119621465,147.764014358102,60.27965512571766,8.85369020420171,24.012507652214556,10.027498914757041,5.896666923584603,29.099213818085342,5.766268267055374,241.3435321875198,272.0652229017766,199.22780547840657,52.22255708018144,104.97507538110757,135.09962471089997,32.13768900556655,31.683776765443934,13.993553773974625,22.2392661807109,24.592381871988124,235.3919657363415,90.33502951439898,171.29502159005642,39.497889463300545,76.44447182556131,246.04580101817274,65.62586621754605,46.91676600296059,8.211229063668716,29.14954952812143,8.923024430618225,14.73552696094687,72.36030434808923,260.9675330149677,217.40945985627005,95.95194792876957,46.155132727456966,217.3181763176618,83.3005711990988,14.672102935897186,6.71379902209726,10.988201769125707,4.83718159240077,3.9342507591310443,106.46510156370346,183.6464253526395,268.4434055655093,129.74077912350583,33.51854088489651,53.22617142141568,19.698068709310874,55.9706172215607,14.474937241181792,13.853937618524968,33.02340387859612,10.86706930992075,22.984235344625514,339.4592513616763,42.0942728266441,213.51752769787637,34.680667480692925,81.9761403400936,77.72391839122743,22.007085758250287,32.49191628736448,24.374515958999154,26.244680050081516,29.085642329644532,65.91933059564234,174.21191359063116,449.6787084555558,37.13207827059521,33.1090300601571,85.97242976164723,38.101142288048166,12.159648984353424,38.134456221724356,38.81170106425817,9.236386292469275,5.232924271377804,76.16537264093243,186.19870217290529,137.24437771969085
